Program,Discipline,SUBJ,CRSE_NUMB,CRS ID,CRS TITLE,CSLO
Social Sciences,Ethnic Studies,ETHS,C233,ETHS C233,Racial and Ethnic Relations,"Use sociological research concepts and theories to identify and analyze the social construction of race and ethnicity, its interactions with different aspects of society, and its impact on the experiences of different racial/ethnic groups."
Social Sciences,Geography,GEOG,C100,GEOG C100,World Regional Geography,"Utilizing geographic concepts and tools, evaluate the relationship between the physical aspects of different environments and the cultural and historical development of human societies in these environments.  Utilizing geographic concepts and tools, analy"
Social Sciences,Geography,GEOG,C150,GEOG C150,California Geography,"Analyze the relationships between California's diverse physical landscape, climate, culture, agriculture, economy, and population.  Evaluate external and internal forces and issues that impact California and propose solutions.  Evaluate external and inter"
Social Sciences,Geography,GEOG,C155,GEOG C155,Intro to GIS with Lab,"Effectively make, share, analyze, and interpret maps and spatial information using Geographic Information Systems (GIS).  Build geodatabases, query data, and analyze geospatial data using Geographic Information Systems (GIS)."
Social Sciences,Geography,GEOG,C165,GEOG C165,Intro to Weather and Climate,"Identify, analyze, and interpret spatial information regarding the Earth's weather and climate patterns and processes.  Identify and explain global and local spatial distributions and controls of weather and climate processes."
Social Sciences,Geography,GEOG,C170,GEOG C170,Map Interpretation/Analysis,"Interpret and analyze maps, map concepts, and map data to solve geographic questions.  Utilize geographic technologies to collect, analyze and display geospatial data."
Social Sciences,Geography,GEOG,C180,GEOG C180,Physical Geography,"Utilize basic scientific concepts and tools to measure and describe the varying physical features of the earth.  Analyze how the earth's atmosphere, biosphere, hydrosphere and lithosphere interact to form varying environments that serve as hosts for human"
Social Sciences,Geography,GEOG,C180L,GEOG C180L,Physical Geography Lab,Analyze weather patterns and world climates.  Describe seasonal Earth-Sun relations and explain resulting physical phenomena on Earth's surface.  Describe the process of Plate Tectonics and explain its correlation to the creation of landforms.
Social Sciences,Geography,GEOG,C185,GEOG C185,Cultural Geography,"Utilizing geographic concepts and tools, evaluate how culture shapes human perception and use of places, regions, and landscapes.  Utilizing geographic concepts and tools, analyze the diffusion, evolution, and interaction of different cultures in terms of"
Social Sciences,History,HIST,C115,HIST C115,Latin American Hist & Culture,"Given a key economic, political, social or cultural trend or event in the history of Latin America, construct a well organized argument, supported with relevant evidence, which evaluates the causes and/or implications of this trend or event.  Given primar"
Social Sciences,History,HIST,C121,HIST C121,History of American Women,"Given a key economic, political, social, or cultural trend or event in U.S. women's history, develop a well-organized argument, supported with relevant evidence, which evaluates the causes and/or implications of this trend or event.  Given primary and/or "
Social Sciences,History,HIST,C122,HIST C122,Chicano History,"Given a key economic, political, social, or cultural trend or event in Chicano history, construct a well organized argument, supported with relevant evidence, which evaluates the causes and/or implications of this trend or event.  Given primary and/or sec"
Social Sciences,History,HIST,C123,HIST C123,Ethnic Minorities in the U.S.,"Given a key economic, political, social, or cultural trend or event in the history of ethnic minorities in the United States, construct a well-organized argument, supported with relevant evidence, that evaluates the causes and/or implications of this tren"
Social Sciences,History,HIST,C150,HIST C150,History of California,"Given a key economic, political, social, or cultural trend or event in California's historical development, construct a well-organized argument, supported with relevant evidence, which evaluates the causes and/or implications of this trend or event.  Give"
Social Sciences,History,HIST,C161,HIST C161,World History 1,"Given a key economic, political, social, or cultural trend or event in world history to 1500, construct a well-organized argument, supported with relevant evidence, that evaluates the causes and/or implications of this trend or event.  Given primary and/o"
Social Sciences,History,HIST,C162,HIST C162,World History 2,"Given a key economic, political, social, or cultural trend or event in world history since 1500, construct a well-organized argument, supported with relevant evidence, which evaluates the causes and/or implications of this trend or event.  Given primary a"
Social Sciences,History,HIST,C170,HIST C170,U.S. History to 1877,"Given a key economic, political, social, or cultural trend or event in the history of the United States to 1876, construct a well-organized argument, supported with relevant evidence, that evaluates the causes and/or implications of this trend or event.  "
Social Sciences,History,HIST,C175,HIST C175,U.S. History since 1865,"Given a key economic, political, social, or cultural trend or event in the history of the United States since 1876, construct a well-organized argument, supported with relevant evidence, that evaluates the causes and/or implications of this trend or event"
Social Sciences,History,HIST,C180,HIST C180,Western Civilization 1,"Given a key economic, political, social, or cultural trend or event in the history of western civilization before 1550, construct a well-organized argument, supported with relevant evidence, that evaluates the causes and/or implications of this trend or e"
Social Sciences,History,HIST,C185,HIST C185,Western Civilization 2,"Given a key economic, political, social, or cultural trend or event in the history western civilization since 1550, construct a well-organized argument, supported with relevant evidence, that evaluates the causes and/or implications of this trend or event"
Social Sciences,Political Science,PSCI,C101,PSCI C101,Survey of Current Issues,Critically evaluate news media and other information sources to identify and define key crises in the modern world.  Analyze potential solutions to these crises by applying appropriate political science methodology.  Acquire the data necessary for an info
Social Sciences,Political Science,PSCI,C183,PSCI C183,International Relations,Evaluate international relations theories and apply relevant theoretical concepts and important findings to current international events.  Identify key institutions and the roles of various levels of governmental and non-governmental actors in the interna
Social Sciences,Political Science,PSCI,C185,PSCI C185,Comparative Politics,"Utilize basic political science concepts and theory to critically compare and contrast how different types of government create and administer laws, distribute political power, and shape the economic and social life of their nations.  Utilize basic politi"
Social Sciences,Political Science,PSCI,C188,PSCI C188,Political Theory,Utilize political science theory and terminology to evaluate philosophical arguments about government.  Utilize political science theory and terminology to assess the relevance of political theories to contemporary issues and policies.  Utilize political 
Social Sciences,Political Science,PSCI,C200,PSCI C200,Intro to Political Science,Utilize political science terminology to explain the development of political science and its subfields including theories and models.  Utilize political science theory and terminology to analyze political systems and political behavior.
Sociology,Aging Studies,AGNG,C120,AGNG C120,Introduction to Aging Studies,Apply valid research principles in the interpretation and application of sociological theories and principles of aging.  Interpret and apply sociological theories and principles of aging to determine their impact on and implications for the individual and
Sociology,Aging Studies,AGNG,C122,AGNG C122,Biology of Aging,Interpret and apply major biological theories and principles of aging to determine their impact and implication on the individual and society as a whole.  Communicate normal and abnormal changes that accompany aging as well as the ability to adapt.  Inves
Sociology,Aging Studies,AGNG,C131,AGNG C131,Home Care,Interpret and apply major theories and principles of aging to determine their impact and implication on the caregiving environment.  Apply regulatory requirements and care techniques and provide clear documentation and communication with regulatory agenci
Sociology,Aging Studies,AGNG,C170,AGNG C170,Psychology of Aging,Interpret and apply major psychological theories and principles of aging to determine their impact and implication on the individual and society as a whole.  Communicate the psychological challenges adults face as they age.  Apply valid research to suppor
Sociology,Aging Studies,AGNG,C223,AGNG C223,Healthy Aging,"Correctly describe health changes, preventative measures, and coping mechanisms affecting wellness and cite sources and research to support opinions.  Interpret and apply major theories and principles of aging to determine their impact on and implications"
Sociology,Aging Studies,AGNG,C225,AGNG C225,Nutrition thru the Lifecycle,Demonstrate the connections between foods and nutrients to the biological requirements of humans at different stages of the life cycle.  Apply knowledge of the science of nutrition to human health across the lifespan.  Identify socioeconomic and cultural 
Sociology,Human Services,HSVC,C100,HSVC C100,Intro to Human Services,"Through observation, interviews, and other research, identify the cultural competence skills needed to provide effective services; articulate personal reflections.  Given a real-life scenario or case study about a service-related problem faced by an indiv"
Sociology,Human Services,HSVC,C101,HSVC C101,Intervention Theory/Strategy,"Given case studies or interviews with clients with various problems and in various contexts, make correct decisions about when to make referrals to other helping professionals.  Select and implement effective and ethical helping intervention strategies ba"
Sociology,Human Services,HSVC,C102,HSVC C102,Intro to Crisis Intervention,"Given a variety of contexts of counseling, describe possible symptoms of burnout that can occur in those settings and identify strategies for decreasing or preventing burnout.  Given a scenario or case study that describes a particular behavior and the co"
Sociology,Human Services,HSVC,C104,HSVC C104,Trtmnt Issues/Substance Abuse,"Assess treatment issues in substance dependency.  Describe the principles of prevention, treatment and recovery.  Appraise models of diagnosis and treatment.  Identify the role of family members, organizations, and communities in chemical dependency.  Des"
Sociology,Human Services,HSVC,C106,HSVC C106,Cultural Competence in Health,"Understand the impact of culture on health and social services, including how cultural factors influence access to care, communication with diverse populations, and the provision of culturally sensitive services.  Engage effectively with individuals from "
Sociology,Human Services,HSVC,C274,HSVC C274,Human Services Seminar,"Develop a career plan with consideration of personal interests, practical skills, and available options in the field of specialization.  Utilize the networking process to enhance career prospects."
Sociology,Human Services,HSVC,C275,HSVC C275,Human Services Field Studies,Apply critical thinking in the analysis and evaluation of real-world situations in the human services field.
Sociology,Sociology,SOC,C100,SOC C100,Introduction to Sociology,"Analyze and interpret real-life scenarios applying the tenets of the Functionalist, Conflict, and Symbolic interaction perspectives to explain the benefits of a multi-dimensional approach to the study of social events and issues.  Using specific examples "
Sociology,Sociology,SOC,C110,SOC C110,Dating/Relationships/Marriage,"Given a scenario or case study about a particular adult's behavior, analyze that behavior from a specific sociological theory.  Given case studies, scenarios, or observations, be able to interpret group behavior and individual behavior within family struc"
Sociology,Sociology,SOC,C120,SOC C120,Introduction to Aging Studies,Apply valid research principles in the interpretation and application of sociological theories and principles of aging.  Interpret and apply sociological theories and principles of aging to determine their impact on and implications for the individual and
Sociology,Sociology,SOC,C185,SOC C185,Analysis of Social Problems,Compare and contrast how contemporary issues affect various social groups and institutions.   Apply social theory in assessing the causes of and solutions to social problems.  Formulate and critically analyze past and current policy proposals.
Sociology,Sociology,SOC,C233,SOC C233,Racial and Ethnic Relations,"Use sociological research concepts and theories to identify and analyze the social constructions of race and ethnicity, its interactions with different aspects of society, and its impact on the experiences of different racial/ethnic groups."
Special Programs,Special Education,SPED,C001N,SPED C001N,Employability Skills,"Independently recall/follow directions, responsibilities, and techniques associated with seeking, interviewing, and maintaining volunteer or paid work."
Special Programs,Special Education,SPED,C002N,SPED C002N,Problem-Solving/Workplace,Accurately describe and demonstrate techniques associated with decision making and managing stress in the workplace.
Special Programs,Special Education,SPED,C004N,SPED C004N,Oral Comm 2 Conv Language,Use learned communication skills to confidently and successfully apply social language during speaking situations.
Special Programs,Special Education,SPED,C005N,SPED C005N,Vocational Academics,"Accurately recall and apply vocational academic skills used in work settings and leisure time activities.  Demonstrate fundamental vocational academic skills by filling out a timecard, making a purchase, taking an order, and following basic written direct"
Special Programs,Special Education,SPED,C008N,SPED C008N,Reading/Writing Development,"Read for information and leisure, with the ability to recall details, sequence of events, identify the main idea, and evaluate informational content.  Compose a paragraph using correct grammar and simple punctuation."
Special Programs,Special Education,SPED,C009N,SPED C009N,Applied Academics,"Level I: Demonstrate mastery of basic number concepts, by recognizing coins and bills and their relative value by identifying current date and by being able to tell time to the half hour.  Students should also be able to construct sets of objects up to 10"
Special Programs,Special Education,SPED,C009N,SPED C009N,Applied Academics,"Level I: Discriminate letters, safety words, signs and symbols and will be able to recite the alphabet and formulate letters and simple words.  Level II: Demonstrate mastery of number concepts by solving mathematic operations including addition, subtracti"
Special Programs,Special Education,SPED,C010N,SPED C010N,Critical Thinking,"At the fundamental critical thinking level, identify information based on similarities and differences.  At the intermediate critical thinking level, make a purposeful choice based on information that is relevant vs. irrelevant, fact vs. opinion, cause an"
Special Programs,Special Education,SPED,C012N,SPED C012N,Mathematical Concepts,"Demonstrate fundamental concepts of numbers including number identification, counting and sequencing.  Apply fundamental money and time skills through simulated life activities.  Demonstrate fundamental knowledge of linear measurements, weights and volume"
Special Programs,Special Education,SPED,C014N,SPED C014N,Introduction to Drama,"Develop expressive freedom by practicing creativity, relaxation, and sensory awareness concentration."
Special Programs,Special Education,SPED,C015N,SPED C015N,Drama-Making it in the Bus,Prepare and utilize a personalized portfolio for identified audition opportunities.
Special Programs,Special Education,SPED,C016N,SPED C016N,Behind the Scenes-Theater Tech,"Demonstrate a basic understanding of creating a production including set design, lighting, and costume design, ticket sales, and ushering."
Special Programs,Special Education,SPED,C017N,SPED C017N,Dramatic Productions,Develop an audition piece the student will perform in order to produce additional familiarity with the creative process of the actor.
Special Programs,Special Education,SPED,C020N,SPED C020N,Survey Arts/Activities,"Demonstrate mastery of knowledge and skill by creating an art and/or craft project.  Interact appropriately with others in a variety of social settings by working cooperatively, communicating, sharing, and treating others with respect."
Special Programs,Special Education,SPED,C021N,SPED C021N,Orientation to Art,"Complete an art project by following simple directions, and safely using art tools.  Possess basic knowledge of tools, art forms and techniques allowing the student to utilize art as a means of creative expression and as a leisure time activity."
Special Programs,Special Education,SPED,C022N,SPED C022N,Art,"Utilize techniques, tools and a variety of art media to create at least one independent art project and at least one group project.  Demonstrate ability to care for tools and supplies and prepare and clean his/her work area.  Demonstrate knowledge of vari"
Special Programs,Special Education,SPED,C024N,SPED C024N,Beg Instrumental Music,Play one or more designated musical instruments while demonstrating knowledge of fast and slow tempos and high and low tones.
Special Programs,Special Education,SPED,C025N,SPED C025N,Adv Instrumental Music,Play a designated musical instrument using rhythmic and melodic patterns while following the conductor.
Special Programs,Special Education,SPED,C026N,SPED C026N,Vocal Music,"Sing as an individual or as a member of a group, utilizing good tone, diction, posture, breath control and vocal rhythmic patterns."
Special Programs,Special Education,SPED,C027N,SPED C027N,Introduction to Gardening,"Demonstrate basic horticulture skills by safely caring for ornamental, drought-tolerant and edible vegetation.  Accurately recall required basic plant care terms and techniques for traditional indoor and outdoor region-appropriate plant life."
Special Programs,Special Education,SPED,C030N,SPED C030N,Adapted Fitness,"Increase cardiovascular health and muscular strength, improve posture, enhance range of motion and increase breath control.  Build skills and abilities that enable activities of daily living (ADL) and leisure/recreational pursuits.  Enhance sense of well-"
Special Programs,Special Education,SPED,C031N,SPED C031N,Balance and Mobility,"Maintain or improve postural alignment and center of gravity control.  Maintain or improve strategies for anticipatory and reactive postural control.  Maintain or improve muscle strength, power and range of motion prerequisite to maintain body control."
Special Programs,Special Education,SPED,C032N,SPED C032N,Adapted Strength and Cond,"Maintain or improve cardiopulmonary and cardiovascular conditioning.  Maintain or improve muscular strength, endurance, and range of motion to maintain or improve functional musculature.  Maintain or improve body management skills, general mobility, and a"
Special Programs,Special Education,SPED,C033N,SPED C033N,Adapted Seated Fitness,"Maintain or improve cardio-respiratory and cardiovascular conditioning.  Maintain or improve muscular strength, endurance, respiratory volumes, range of motion of functional musculature.  Maintain or improve body management skills, general mobility, ambul"
Special Programs,Special Education,SPED,C034N,SPED C034N,Adapted Yoga,"Maintain or improve muscular strength, muscular endurance, and stability.  Maintain or improve flexibility and range of motion throughout the body.  Maintain or improve breath control to promote stress reduction."
Special Programs,Special Education,SPED,C035N,SPED C035N,Rhythmic Movement,"Spontaneously synthesize movement patterns to various rhythms and types of music in large and small groups, and/or with another individual."
Special Programs,Special Education,SPED,C036N,SPED C036N,Adult Fitness,"Demonstrate the ability to increase muscular strength, endurance, flexibility, improved posture, balance, mobility and breath control through a variety of calisthenics, jogging, exercise, race walking, weight training and relaxation techniques."
Special Programs,Special Education,SPED,C038N,SPED C038N,Adaptive Physical Ed 1,"Demonstrate improved coordination, balance, stability, conditioning, and spatial orientation through sequential motor exercises specific sport drills and structured sports activities.  Demonstrate improved ability to follow rules of the game and multi-ste"
Special Programs,Special Education,SPED,C040,SPED C040,Strategies for School Success,List at least three ways a smart device and applications (apps) can be used as cognitive tools for school success.  Identify how smart device apps can be used to help with school-related and everyday life challenges.  Evaluate at least three apps and demo
Special Programs,Special Education,SPED,C041,SPED C041,Post-Concussion Cog Retraining,"Based on the Future Planning process, identify a realistic life goal and prepare a detailed action plan including, but not limited to, a list of support systems, strengths and weaknesses.  Create an ABI Strategies Portfolio that identifies cognitive and p"
Special Programs,Special Education,SPED,C050N,SPED C050N,"Customs, Cultures, Holidays","Describe common customs, cultures, and institutions, and identify and explain citizen rights and responsibilities in American culture.  Compare and contrast American institutions and customs with those of other countries."
Special Programs,Special Education,SPED,C051N,SPED C051N,Personal and Social Developmnt,Identify strategies and adaptive techniques to better respond to a variety of social situations and environments.
Special Programs,Special Education,SPED,C052N,SPED C052N,Health Concepts,"Demonstrate measurably increased proficiency in understanding of the 4 core emotions, emotional needs of self and others, importance of good self-image, self-confidence, and self-control.  Demonstrate measurably increased proficiency in identifying major "
Special Programs,Special Education,SPED,C053N,SPED C053N,Home Econ Food Prep,"Plan a menu incorporating budget, nutrition, caloric content, and variety and create a shopping list accordingly.  Prepare a healthy snack or simple meal using good hygiene and safety procedures and use kitchen utensils appropriately.  Set the table using"
Special Programs,Special Education,SPED,C055,SPED C055,Cognitive Retraining,Identify one realistic goal within each of three different goal-setting categories.  Create an ABI Strategies Portfolio that identifies cognitive and psychosocial compensation strategies.  Demonstrate the ability to apply cognitive and psychosocial compen
Special Programs,Special Education,SPED,C057N,SPED C057N,Consumer Skills,Demonstrate measurable increased proficiency in comparison shopping skills.  Demonstrate measurable increased proficiency in banking skills including checking and savings account management.  Demonstrate measurable increased proficiency in budgeting and b
Special Programs,Special Education,SPED,C061N,SPED C061N,The Interview,"Successfully participate in a job interview.  Create a polished resume, CV, or portfolio."
Special Programs,Special Education,SPED,C062N,SPED C062N,Career Development,"Identify, evaluate, and use sources of information relevant to making career decisions.  Analyze and articulate their interests, abilities, values, and strengths and relate them to their career plan/placement.  Develop and implement realistic career plans"
Special Programs,Special Education,SPED,C063N,SPED C063N,Career Plan/Disabled,"Identify, evaluate, and use sources of information relevant to making career decisions.  Identify and articulate their interests, values, and temperament."
Special Programs,Special Education,SPED,C064N,SPED C064N,Identifying Career Options,"Identify, evaluate, and use sources of information relevant to making career decisions.  Identify and articulate their interests, values, temperament, and abilities.  Develop realistic career plans that integrate self-assessment and evaluation of interest"
Special Programs,Special Education,SPED,C065N,SPED C065N,Job Search Strategies,"Know how to and where to find information to conduct a productive job search.  Increase their expertise in preparing and completing applications, resumes, cover letters, and thank you notes to interviewers.  Effectively present their qualifications to enh"
Special Programs,Special Education,SPED,C066N,SPED C066N,Music Performance Survey,"Demonstrate a basic understanding of music terms, notation, instruments, and ensembles.  Participate competently in a live performance.  Demonstrate basic competency on an instrument of their choice.  Demonstrate basic competency with their own singing vo"
Special Programs,Special Education,SPED,C067N,SPED C067N,Music Technology,"Demonstrate a basic understanding of music notation software.  Effectively and safely operate sound and lighting for a live performance.  Demonstrate knowledge of variations in acoustics, volume, and balance, and can optimize the sound during a live perfo"
Special Programs,Special Education,SPED,C068N,SPED C068N,Music-Organization/Management,"Demonstrate ability to complete these basic computer operations: Scan tickets, look up names in a database, run a slideshow, and edit a spreadsheet.  Demonstrate ability to organize at least three different music items such as sheet music, instruments, an"
Special Programs,Special Education,SPED,C069N,SPED C069N,Musical Performance,Participate as a performer plus either behind-the-scenes or front-of-house at a live performance.
Special Programs,Special Education,SPED,C070N,SPED C070N,ABI Pre-Admission Eval,Demonstrate an ability to benefit from instruction in a group setting by participating in small and large group activities.  Complete pre-admission assessments while appropriately interacting with faculty and peers.
Special Programs,Special Education,SPED,C071N,SPED C071N,Two-Dimensional Media,"Successfully recall knowledge of studio best practices, tools, and techniques useful for application in two-dimensional studio work settings and/or personal art practices.  Safely and successfully utilize studio best practices, basic tools and techniques "
Special Programs,Special Education,SPED,C072N,SPED C072N,Three-Dimensional Media,"Successfully recall knowledge of studio best practices, tools, and techniques useful for application in three-dimensional studio work settings and/or personal art practices.  Safely and successfully utilize studio best practices, basic tools and technique"
Special Programs,Special Education,SPED,C073N,SPED C073N,Stagecraft,"Successfully recall knowledge of set design best practices, tools, and techniques useful for application in theater work settings.  Safely and successfully utilize studio best practices, basic tools and techniques to complete a basic theater set piece for"
Special Programs,Special Education,SPED,C074N,SPED C074N,Exhibition,"Successfully recall knowledge of best practices, tools, and techniques useful for application in preparing exhibitions for galleries or museums.  Safely and successfully utilize best practices, basic tools and techniques to mount a basic exhibition."
Special Programs,Special Education,SPED,C075N,SPED C075N,ABI Cognitive Refresher,Establish and evaluate at least three personal and work-related goals.  Identify and utilize coping strategies and relevant resources to deal with consequences related to brain injury.  Identify and acknowledge personal cognitive strengths and deficits.
Special Programs,Special Education,SPED,C076N,SPED C076N,Groundskeeping Basics,"Successfully recall basic landscape care practices traditionally useful for application in work settings or leisure-time activities.  Successfully maintain grounds by safely following simple directions, using correct tools and employing proper techniques."
Special Programs,Special Education,SPED,C077N,SPED C077N,Gardening Basics,"Successfully recall knowledge of basic garden plants including their care and propagation for both work and leisure time activities.  Successfully garden by safely following simple directions, using correct tools, and practicing proper gardening technique"
Special Programs,Special Education,SPED,C078N,SPED C078N,Greenhouse Basics,Accurately recall the basic care of specific greenhouse plants useful for work and leisure-time activities.  Successfully care for greenhouse plants by safely following multi-step directions and using appropriate tools correctly.
Special Programs,Special Education,SPED,C079N,SPED C079N,Nursery Basics,"Accurately describe the propagation, care, and harvest of specific gardened plants for work and leisure-time activities.  Successfully care for gardened plants by safely following and adapting complex directions and appropriate tool use."
Special Programs,Special Education,SPED,C085N,SPED C085N,Maintenance Basics,Successfully recall basic caretaking practices traditionally useful for application in commercial and residential settings.  Successfully maintain the interior working spaces of a commercial or residential site by safely following simple cleaning directio
Special Programs,Special Education,SPED,C086N,SPED C086N,Guest Services Basics,"Successfully recall knowledge of basic Standard Operating Procedures (SOP), tools, and techniques useful for application in work settings or personal best practices.  Safely and successfully utilize basic SOP (Standard Operating Procedures,) associated to"
Special Programs,Special Education,SPED,C087N,SPED C087N,Guest Services Vocations,"Successfully assess a service area, recall relevant Standard Operating Procedures (SOP), and determine an appropriate action plan, including tools, techniques, and allotted time for implementing services.  Safely and successfully utilize Standard Operatin"
Special Programs,Special Education,SPED,C090N,SPED C090N,Culinary Fundamentals,Successfully recall basic techniques and skills necessary for preparation of food.  Apply the basic principles of sanitation and safety services to quality food in a professional setting.
Special Programs,Special Education,SPED,C091N,SPED C091N,Culinary Basics 1,"Successfully recall basic knowledge of typical commercial kitchen best practices for hygiene, food safety, and cooking.  Complete a culinary activity by safely following directions while using proper tools.  Take part in ServSafe pre-certification."
Special Programs,Special Education,SPED,C092N,SPED C092N,Culinary Basics 2,"Successfully cook by safely following directions, using correct tools, and practicing proper cooking techniques.  Successfully recall knowledge of basic kitchen best practices, including personal and kitchen hygiene practices to support a healthy and safe"
Special Programs,Special Education,SPED,C094N,SPED C094N,Fundamentals of Animal Care,"Accurately recall fundamental basic animal care practices used in work settings and leisure time activities.  Demonstrate fundamental basic animal care skills safely by following simple directions, using correct tools, and employing proper techniques."
Special Programs,Special Education,SPED,C095N,SPED C095N,IntermediateSkills Animal Care,"Accurately recall intermediate basic animal care practices used in work settings and leisure time activities.  Demonstrate intermediate basic animal care skills safely by following simple directions, using correct tools, and employing proper techniques."
Special Programs,Special Education,SPED,C096N,SPED C096N,Intro to Animal Care Vocations,"Successfully provide vocationally-appropriate, animal-specific care for both domesticated and wild animals by safely following complex directions and proper tool or supply use.  Successfully recall/extrapolate appropriate animal care practices and respons"
Special Programs,Special Education,SPED,C099N,SPED C099N,COAST Survey,"Successfully recall knowledge of the job skills, tools, and basic techniques provided through COAST Program that are useful for application in work settings or personal best practices.  Identify a COAST Programs of interest; safely and successfully utiliz"
Visual and Performing Arts,Art,ART,C010N,ART C010N,Drawing - Creative Enterprise,Create quality drawn artworks using contemporary techniques and materials.   Create a plan for marketing personally created artworks in a home-based business.
Visual and Performing Arts,Art,ART,C020N,ART C020N,Painting - Creative Enterprise,Create quality painted artworks using contemporary techniques and materials.   Create a plan for selling personally created artworks in a home-based business.
Visual and Performing Arts,Art,ART,C061N,ART C061N,Artisan Venture Portfolio Dev,Create and implement a plan for marketing and selling personally-created artistic products through a home-based business.  Develop and appropriately care for refined creative products.  Develop promotional material and sales techniques for marketing creat
Visual and Performing Arts,Art,ART,C102,ART C102,Contemporary Art History,"Visually identify the major artists, works of art, and movements from the mid-20th century through now and be able to compare and contrast the works both in terms of composition and context.  "
Visual and Performing Arts,Art,ART,C102,ART C102,Contemporary Art History,"Analyze the style, composition, and purpose of artworks from the mid-20th century to now and its meaning in terms of historical, socio-political, and global significance."
Visual and Performing Arts,Art,ART,C103,ART C103,History of Asian Art,"Visually identify the major artists, works of art, and movements of Asian art and be able to compare and contrast the works both in terms of composition and context.  Analyze the style, composition, and purpose of Asian artworks and their meaning in terms"
Visual and Performing Arts,Art,ART,C104,ART C104,Hist Impressionist & Post Imp,"Visually identify the major artists and works of art in the Impressionist and Post-Impressionist movements and be able to compare and contrast the works both in terms of composition and context.  Analyze the style, composition, and purpose of Impressionis"
Visual and Performing Arts,Art,ART,C105,ART C105,Introduction to Art,"Explain the theme, historical purpose, or context of the art.  Recognize the style and describe its identifying characteristics.  Identify the medium and describe its characteristics.  Interpret the ideas being communicated by analyzing the visual element"
Visual and Performing Arts,Art,ART,C109,ART C109,Hist/Appr Ital Renaissance Art,"Visually identify the major artists and works of art in the Italian Renaissance and be able to compare and contrast the works both in terms of composition and context.  Analyze the style, composition, and purpose of Italian Renaissance artworks and their "
Visual and Performing Arts,Art,ART,C110,ART C110,Color and Design: 2-D,Evaluate unique designs by analyzing how the visual elements and principles of two-dimensional design are used.  Apply the principles of design to the creation of original compositions and original compositions expressing intentional personal content.  Co
Visual and Performing Arts,Art,ART,C111,ART C111,Color and Design - 3-D,"Solve visual problems based on the analysis of historical/contemporary practices in form, surface design, and craftsmanship using a variety of media and tools.  Analyze diverse historical and cultural approaches to three-dimensional form and be able to ar"
Visual and Performing Arts,Art,ART,C120,ART C120,Drawing 1,"Recognize, distinguish, and correlate the basic elements of illusionistic space and form and use them to build original drawings.  Determine and appraise the creative advantages of specific methods and materials in relation to subject matter."
Visual and Performing Arts,Art,ART,C121,ART C121,Life Drawing 1,"Analyze bone structure, features, and musculature from direct observation of the human figure and compose a proportional likeness of that figure on a 2-dimensional surface.  Assess which drawing media and drawing surface would be most appropriate in compo"
Visual and Performing Arts,Art,ART,C122,ART C122,Painting 1,"Distinguish, recognize, and correlate multiple methods of subject matter selection, color theory and mixing, and media application techniques and use them to create an original painting in oil or acrylic paint.  Appraise the creative advantages of specifi"
Visual and Performing Arts,Art,ART,C140,ART C140,Advanced Drawing,Demonstrate evidence of skill development in the use of a variety of drawing materials to effectively investigate a variety of original art concepts.
Visual and Performing Arts,Art,ART,C142,ART C142,Painting 2,Create an original painting utilizing knowledge and techniques gained from the course.  Critique original paintings utilizing appropriate terminology and concepts.
Visual and Performing Arts,Art,ART,C150,ART C150,Ceramics 1,"Solve visual problems based on the analysis of historical/contemporary practices in form, surface design, and craftsmanship of ceramic materials using the creative process.   Select appropriate forming, surface decorating, and glazing technique to develop"
Visual and Performing Arts,Art,ART,C151,ART C151,Ceramics 2,Apply throwing skills to solve visual problems of form and function by integrating historical and theoretical practice.  Apply clay and glaze materials knowledge to develop an independent perspective on the aesthetics of utilitarian and sculptural vessels
Visual and Performing Arts,Art,ART,C152,ART C152,History/Appreciation Ceramics,Distinguish between the major forms and styles of ceramic vessels.  Evaluate the general philosophy of the society from which the work emerged and how the work related to Western and non-Western cultures.  Describe the historical development of techniques
Visual and Performing Arts,Art,ART,C153,ART C153,Art of the Ancient Americas,"Analyze a piece of art or artifact from the ancient Americas in terms of the elements and principles of design.  Recognize the religious, sociopolitical, and cultural factors that have influenced the development of the arts in the ancient Americas.  Diffe"
Visual and Performing Arts,Art,ART,C154,ART C154,Arts Africa/Oceania/Indigenous,"Analyze a piece of African, Oceanic, and Indigenous art in terms of the elements and principles of design.  Recognize the religious, sociopolitical, and cultural factors that have influenced the development of the arts and culture in Africa, Oceania, and "
Visual and Performing Arts,Art,ART,C155,ART C155,Intro to Photography,Understand multiple functions of a (SLR/DSLR) camera.  Identify exposure abnormalities in both one's own and other photographic imagery.  Relate historical compositions to contemporary perspectives.  Utilize the fundamentals of visual communication as the
Visual and Performing Arts,Art,ART,C176,ART C176,Survey of E Asian Brush Paint,"Visually identify the major artists, works of art, and movements of East Asian Brush painting and be able to compare and contrast the works both in terms of composition and context.  Analyze the style, composition, and purpose of East Asian Brush Painting"
Visual and Performing Arts,Art,ART,C177,ART C177,East Asian Landscape Painting,"Incorporate Eastern philosophy of the union of humans and nature.  Visually identify the major artists, works of art, and movements of East Asian Brush painting and be able to compare and contrast the works both in terms of composition and context.  Analy"
