Program,PSLO ID,PSLO,Course
"Data Analytics, Certificate of Achievement",PSLO 1,"Apply the methods, techniques, and tools relevant to data analytics. PSLO 2: Solve organizational problems by applying the methods, techniques, and tools relevant to systems analysis and design. PSLO 3: Demonstrate predictive analytics techniques",PSYC C280
"Data Analytics, Certificate of Achievement",PSLO 1,"Apply the methods, techniques, and tools relevant to data analytics. PSLO 2: Solve organizational problems by applying the methods, techniques, and tools relevant to systems analysis and design. PSLO 3: Demonstrate predictive analytics techniques",CST C157
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,FN C160
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,FN C170
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,FN C180
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,FN C190
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,MGMT C160
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,FN C283
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,FN C284
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,FN C285
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,ANTH C175
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,CMST C110
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,FN C225
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,HLTH C100
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,HLTH C120
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,HLTH C230
"Dietary Management, Certificate of Achievement",PSLO 1,Participate in the operation of food service systems to assure the nutrition needs of clients are being met. PSLO 2: Identify practices necessary to assure a safe and sanitary food service environment. PSLO 3: Plan and implement care plans to meet,PSYC C230
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CYBR C101
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CST C128
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CST C158
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CIS C157
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CYBR C150
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CYBR C160
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CYBR C170
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CYBR C250
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CYBR C260
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CST C230
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CST C245
"Digital Forensics and Incident Response, Certificate of Achievement",PSLO 1,"Evaluate and communicate the human role in security systems with an emphasis on ethics, social engineering vulnerabilities, and training. PSLO 2: Assess security risks and identify methods to minimize their threat and/or impact. PSLO 3: Demonstrat",CYBR C280
"Digital Media Design, Certificate of Achievement",PSLO 1,"Demonstrate the ability to create projects with the appropriate settings within the software for web, print, and animation while using basic design principles and best practices employed in the design industry. PSLO 2: Demonstrate proficiency in d",DGA C116A
"Digital Media Design, Certificate of Achievement",PSLO 1,"Demonstrate the ability to create projects with the appropriate settings within the software for web, print, and animation while using basic design principles and best practices employed in the design industry. PSLO 2: Demonstrate proficiency in d",DGA C117
"Digital Media Design, Certificate of Achievement",PSLO 1,"Demonstrate the ability to create projects with the appropriate settings within the software for web, print, and animation while using basic design principles and best practices employed in the design industry. PSLO 2: Demonstrate proficiency in d",DGA C118A
"Digital Media Design, Certificate of Achievement",PSLO 1,"Demonstrate the ability to create projects with the appropriate settings within the software for web, print, and animation while using basic design principles and best practices employed in the design industry. PSLO 2: Demonstrate proficiency in d",DGA C120
"Digital Media Design, Certificate of Achievement",PSLO 1,"Demonstrate the ability to create projects with the appropriate settings within the software for web, print, and animation while using basic design principles and best practices employed in the design industry. PSLO 2: Demonstrate proficiency in d",DGA C135
"Digital Media Design, Certificate of Achievement",PSLO 1,"Demonstrate the ability to create projects with the appropriate settings within the software for web, print, and animation while using basic design principles and best practices employed in the design industry. PSLO 2: Demonstrate proficiency in d",DGA C136
"Data Science, Certificate of Achievement",PSLO 1,"Recommend solutions to operational problems by applying data science methods, techniques, and applications. PSLO 2: Explain data extraction and cleaning techniques applied to a variety of data sources and data types to ensure quality. PSLO 3: Appl",CIS C157
"Data Science, Certificate of Achievement",PSLO 1,"Recommend solutions to operational problems by applying data science methods, techniques, and applications. PSLO 2: Explain data extraction and cleaning techniques applied to a variety of data sources and data types to ensure quality. PSLO 3: Appl",MATH C160
"Data Science, Certificate of Achievement",PSLO 1,"Recommend solutions to operational problems by applying data science methods, techniques, and applications. PSLO 2: Explain data extraction and cleaning techniques applied to a variety of data sources and data types to ensure quality. PSLO 3: Appl",CIS C250
"Data Science, Certificate of Achievement",PSLO 1,"Recommend solutions to operational problems by applying data science methods, techniques, and applications. PSLO 2: Explain data extraction and cleaning techniques applied to a variety of data sources and data types to ensure quality. PSLO 3: Appl",CIS C260
"Data Science, Certificate of Achievement",PSLO 1,"Recommend solutions to operational problems by applying data science methods, techniques, and applications. PSLO 2: Explain data extraction and cleaning techniques applied to a variety of data sources and data types to ensure quality. PSLO 3: Appl",CIS C280
"Data Science, Certificate of Achievement",PSLO 1,"Recommend solutions to operational problems by applying data science methods, techniques, and applications. PSLO 2: Explain data extraction and cleaning techniques applied to a variety of data sources and data types to ensure quality. PSLO 3: Appl",CIS C285
"Data Science, Certificate of Achievement",PSLO 1,"Recommend solutions to operational problems by applying data science methods, techniques, and applications. PSLO 2: Explain data extraction and cleaning techniques applied to a variety of data sources and data types to ensure quality. PSLO 3: Appl",CIS C290
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C101
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C102
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C105
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C110
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C120
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C130
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C140
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C150
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C160
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C172
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C174
"Emergency Management/Homeland Security, Certificate of Achievement",PSLO 1,Recognize the types of hazards that can negatively impact a community and assess the variables that impact this type of hazard exposure. PSLO 2: Distinguish some of the fundamental roles and responsibilities of the professional emergency manager e,EMGT C283
"Educational Studies: ECE Unit Concentration, Certificate of Achievement",PSLO 1,"Apply certificate courses towards entry into a teaching credential program and/or to fulfill requirements for a selected child development permit or an employment setting requiring ECE units. PSLO 2: Upon completion of 16 ECE units, the student wi",EDUC C104
"Educational Studies: ECE Unit Concentration, Certificate of Achievement",PSLO 1,"Apply certificate courses towards entry into a teaching credential program and/or to fulfill requirements for a selected child development permit or an employment setting requiring ECE units. PSLO 2: Upon completion of 16 ECE units, the student wi",EDUC C210
"Educational Studies: ECE Unit Concentration, Certificate of Achievement",PSLO 1,"Apply certificate courses towards entry into a teaching credential program and/or to fulfill requirements for a selected child development permit or an employment setting requiring ECE units. PSLO 2: Upon completion of 16 ECE units, the student wi",EDUC C180
"Educational Studies: ECE Unit Concentration, Certificate of Achievement",PSLO 1,"Apply certificate courses towards entry into a teaching credential program and/or to fulfill requirements for a selected child development permit or an employment setting requiring ECE units. PSLO 2: Upon completion of 16 ECE units, the student wi",ENGL C143
"Educational Studies: ECE Unit Concentration, Certificate of Achievement",PSLO 1,"Apply certificate courses towards entry into a teaching credential program and/or to fulfill requirements for a selected child development permit or an employment setting requiring ECE units. PSLO 2: Upon completion of 16 ECE units, the student wi",PSYC C116
"Educational Studies: ECE Unit Concentration, Certificate of Achievement",PSLO 1,"Apply certificate courses towards entry into a teaching credential program and/or to fulfill requirements for a selected child development permit or an employment setting requiring ECE units. PSLO 2: Upon completion of 16 ECE units, the student wi",PSYC C118
"Educational Studies: ECE Unit Concentration, Certificate of Achievement",PSLO 1,"Apply certificate courses towards entry into a teaching credential program and/or to fulfill requirements for a selected child development permit or an employment setting requiring ECE units. PSLO 2: Upon completion of 16 ECE units, the student wi",HLTH C100
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C103
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C104
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C180
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C200
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",PSYC C116
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",PSYC C118
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C101
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C210
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",ENGL C143
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",HLTH C100
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",HSVC C100
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",MATH C103
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",MATH C104
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",MATH C106
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C211
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",ARAB C180
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",ARAB C185
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",CHIN C180
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",CHIN C185
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",FREN C180
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",FREN C185
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",FREN C280
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",FREN C285
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",JAPN C180
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",JAPN C185
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",SIGN C180
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",SIGN C185
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",SPAN C180
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",SPAN C180A
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",SPAN C180B
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",SPAN C185
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",SPAN C280
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",SPAN C285
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",VIET C160
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",VIET C180
"Educational Studies: General, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",VIET C185
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C101
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C103
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C104
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C180
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C211
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",CIS C100
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",BC C124
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",BC C120
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",BC C150
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",BC C147
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",DGA C131
"Educational Studies: STEM: Instructional Technology Support Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",DGA C116A
"Educational Studies: STEM: Math Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",MATH C104
"Educational Studies: STEM: Math Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",MATH C106
"Educational Studies: STEM: Math Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",MATH C160
"Educational Studies: STEM: Math Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C101
"Educational Studies: STEM: Math Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C180
"Educational Studies: STEM: Math Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C103
"Educational Studies: STEM: Math Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C211
"Educational Studies: STEM: Math Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting. PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of edu",EDUC C210
"Educational Studies: STEM: Science Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of educ",CHEM C140
"Educational Studies: STEM: Science Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of educ",PHYS C140
